order_id,restaurant_name,online_order,book_table,rate,votes,restaurant_location,rest_type,dish_like,cuisines,approx_cost,type_of_service,city
1243,Desi Flavours,Yes,Yes,4.0/5,456,Cunningham Road,Casual Dining,"Crab Soup, Noodles, Wine, Spicy Crabmeat Soup, Manchow Soup, Momos, Sea Food","Chinese, Thai","1,000",Dine-out,Church Street
1244,Ghee Positive,Yes,No,4.1/5,402,Cunningham Road,Casual Dining,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice","North Indian, Mughlai, Arabian, Chinese",750,Dine-out,Church Street
1245,Hotel Feast Ambur Biriyani,Yes,No,2.8/5,109,Shanti Nagar,Casual Dining,"Thukpa, Hakka Noodles","Chinese, Tibetan",500,Dine-out,Church Street
1246,Swad Punjab Da,Yes,No,3.3/5,200,Cunningham Road,Casual Dining,"Noodles, Honey Chilli Chicken, Crispy Chilli Chicken",Chinese,700,Dine-out,Church Street
1247,Bathinda Tandoor,Yes,Yes,3.8/5,91,Cunningham Road,Casual Dining,"Salads, Biryani, Chicken Salad, Lunch Buffet, Breakfast Buffet, Fish, Panipuri","North Indian, South Indian, Chinese, Continental","1,800",Dine-out,Church Street
1248,Tharavadu,Yes,No,3.7/5,42,Race Course Road,Casual Dining,"Thali, Chicken Biryani","Chinese, South Indian, North Indian",900,Dine-out,Church Street
1249,Sardarji Ka Dhaba,Yes,No,2.6/5,308,Shanti Nagar,Casual Dining,"Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls","Mughlai, North Indian, Chinese",700,Dine-out,Church Street
1250,Chaiwala,Yes,No,3.9/5,134,Vasanth Nagar,Casual Dining,"Tender Coconut Chicken, Sea Food, Paneer Pakora, Chicken Biryani, Kori Roti, Fish Fry, Beer","Seafood, North Indian, Chinese",550,Dine-out,Church Street
1251,Sarvam,Yes,Yes,4.4/5,488,St. Marks Road,"Bar, Casual Dining","Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,"1,900",Drinks & nightlife,Church Street
1252,Royal Calcutta Restaurant,Yes,No,NEW,0,Electronic City,Quick Bites,"Chicken Grill, Salad, Ghee Rice","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery,Electronic City
1253,Raichur Biryani House,Yes,No,3.7/5,152,Electronic City,"Beverage Shop, Quick Bites",Burgers,"Beverages, Fast Food",200,Delivery,Electronic City
1254,Bangaliana,Yes,No,3.2/5,234,Electronic City,"Takeaway, Delivery",Aloo Paratha,"Sandwich, Salad, North Indian, Chinese",500,Delivery,Electronic City
1255,Tawa Ghar Ka,Yes,No,4.2/5,564,Electronic City,"Takeaway, Delivery","Butter Chicken, Dal Makhani, Brownie Chocolate, Sandwiches, Salad, Paratha, Rajma","North Indian, Mughlai, Fast Food",500,Delivery,Electronic City
1256,Koramangala Social,Yes,No,3.1/5,1365,Electronic City,Casual Dining,"Shawarma, Bbq Chicken, Biryani, Butter Chicken, Paneer Lababdar, Chicken Grill, Chicken Lazeez","Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",700,Delivery,Electronic City
1257,Min Mini Punjabi Dhaba,Yes,No,3.6/5,539,Electronic City,Casual Dining,Paneer Biryani,"Biryani, Mughlai, North Indian",800,Delivery,Electronic City
1258,Kumarakom,Yes,No,4.1/5,349,Electronic City,Delivery,"Gulab Jamun, Chicken Biryani, Raita, Buttermilk, Haleem, Gosht Dum Biryani",Biryani,650,Delivery,Electronic City
1259,Nanna Munna Paratha House,Yes,No,3.8/5,478,Electronic City,Quick Bites,"Egg Noodles, Lamb Chops, Hyderabadi Chicken Dum Biryani, Gajar Ka Halwa, Al Faham Chicken, Fried Rice","North Indian, Chinese, Arabian",400,Delivery,Electronic City
1260,Little Kolkata,Yes,No,2.9/5,78,Electronic City,Quick Bites,Masala Vada Pav,Street Food,150,Delivery,Electronic City
1261,Lucknowiz,Yes,No,3.6/5,75,Electronic City,Quick Bites,Dal Fry,"North Indian, Chinese, Biryani, Seafood",350,Delivery,Electronic City
1262,Habibi Falafel,Yes,No,3.9/5,93,Electronic City,Casual Dining,"Burgers, Pancakes, Tea, Pasta, Coffee, Omelette, Crepe","Continental, European, Salad, Beverages, Italian, Burger",400,Delivery,Electronic City
1263,Mangala Hotel,Yes,No,3.2/5,153,Electronic City,Casual Dining,"Roti, Rolls, Paratha, Chicken Roll","Andhra, Chinese, North Indian, South Indian",450,Delivery,Electronic City
1264,Srinidhi Sagar Deluxe,Yes,No,2.7/5,477,Electronic City,Quick Bites,"Garlic Bread, Thin Crust Pizza, Pizza Burger","Pizza, Fast Food",400,Delivery,Electronic City
1265,Sufra Restaurant,Yes,Yes,3.4/5,183,Electronic City,"Casual Dining, Bar",Masala Papad,"Chinese, North Indian, Thai",900,Drinks & nightlife,Electronic City
1266,Juice Junction,Yes,No,3.8/5,49,Electronic City,Bar,Rooftop Ambience,"North Indian, Thai, Chinese, Continental","1,200",Pubs and bars,Electronic City
1267,Grapevine,Yes,Yes,3.4/5,183,Electronic City,"Casual Dining, Bar",Masala Papad,"Chinese, North Indian, Thai",900,Pubs and bars,Electronic City
1268,3 Spice,Yes,Yes,4.0/5,188,Shivajinagar,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi","1,300",Buffet,Frazer Town
1269,ReadyBowl,Yes,No,3.8/5,362,Frazer Town,Cafe,"English Breakfast, Healthy Breakfast, Waffles, Chicken Sandwich, Pancakes, Pork Sausage, Eggs Benedict","Cafe, Continental",700,Cafes,Frazer Town
1270,All Shook Up!,Yes,No,4.1/5,252,Frazer Town,"Bakery, Cafe","Hot Chocolate, Brownie, Chocolate Truffle, Apple Tart, Cup Cake, Macaroon, Chocolate Cake","Bakery, Cafe",350,Cafes,Frazer Town
1271,Shift,Yes,No,4.3/5,654,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Cafes,Frazer Town
1272,HSR Agarval Bhavan,Yes,No,4.1/5,153,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300,Cafes,Frazer Town
1273,The Sandwich Club,Yes,Yes,4.3/5,860,Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos","1,000",Cafes,Frazer Town
1274,Third Wave Coffee Roasters,Yes,No,4.2/5,740,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750,Cafes,Frazer Town
1275,Kwality Cakes N Bakes,Yes,No,3.9/5,462,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800,Cafes,Frazer Town
1276,Carrots,Yes,Yes,4.1/5,1852,Ulsoor,Cafe,"Burgers, Sandwiches, Salads, Disco Chicken, Beef Steak, Wedges, Peri Chicken","Cafe, Italian, Burger, American, Steak",650,Cafes,Frazer Town
1277,ReFresh Juice Junction,Yes,No,4.3/5,1133,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800,Cafes,Frazer Town
1278,Kevins Kitchen,Yes,No,3.6/5,95,Infantry Road,"Cafe, Casual Dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food",650,Cafes,Frazer Town
1279,The Food Dude,Yes,No,4.2/5,432,Ulsoor,"Cafe, Bakery","Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Wedges, Hot Chocolate","Cafe, Mediterranean, Bakery, Greek, Beverages",700,Cafes,Frazer Town
1280,Chef Master,Yes,No,4.2/5,255,Vasanth Nagar,Cafe,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta","Cafe, Continental, Fast Food",500,Cafes,Frazer Town
1281,Halo Chef,Yes,No,4.2/5,382,Ulsoor,Cafe,"Wedges, Maggi, Burgers, Waffles, Margherita Pizza, Aam Panna, Tea","Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500,Cafes,Frazer Town
1282,PurpleBasil.in,Yes,No,3.8/5,96,Ulsoor,Cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600,Cafes,Frazer Town
1283,PreRit's Food Factory,Yes,No,3.6/5,531,North Bangalore,Delivery,"Chicken Steak, Burgers, Salads, Potato Wedges, Salad, Fish, Rice Bowl","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,Frazer Town
1284,Moolehatti Donne Biryani Mane,Yes,No,4.3/5,285,St. Marks Road,Quick Bites,"Burgers, Fries, Peri Peri Chicken, Nachos, Wings, Rolls, Tandoori Burger","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Delivery,Frazer Town
1285,Kick Out the Jams,Yes,No,4.0/5,1393,Indiranagar,Quick Bites,"Burgers, Tandoori Grill Burger, Mango Shake, Cheesy Fries, Whopper Burger, Chicken Keema Burger, Chicken Crisp Burger","Burger, Fast Food, Beverages",600,Delivery,Frazer Town
1286,Dhaba Bytes,Yes,No,4.1/5,474,Indiranagar,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300,Delivery,Frazer Town
1287,Bistro Claytopia,Yes,No,3.7/5,117,Kammanahalli,Quick Bites,"Fries, Malgoum Shawarma",Arabian,300,Delivery,Frazer Town
1288,Dreams Cafe - All Day English Food St.,Yes,No,4.4/5,1413,Kammanahalli,Quick Bites,"Rolls, Jumbo Chicken Roll, Falafel Roll, Chicken Kudu Roll, Shawarma, Mutton Roll, Spicy Roll","Middle Eastern, Fast Food, Rolls",300,Delivery,Frazer Town
1289,Hanoi - Vietnamese Cuisine,Yes,No,3.9/5,169,Frazer Town,Quick Bites,"Rolls, Biryani, Butter Chicken, Chicken Manchurian Roll","North Indian, Mughlai, Rolls, Fast Food",600,Delivery,Frazer Town
1290,China Bowl,Yes,No,4.2/5,128,Vasanth Nagar,Delivery,"Raita, Gosht Dum Biryani, Dum Ghost Biryani, Paneer Biryani",Biryani,650,Delivery,Frazer Town
1291,Zee5 Loft,Yes,No,3.9/5,58,Indiranagar,Delivery,Lasagne,"Mexican, Italian",600,Delivery,Frazer Town
1292,Momo Blues,Yes,No,3.4/5,71,Vasanth Nagar,"Takeaway, Delivery",Veg Thali,North Indian,200,Delivery,Frazer Town
1293,Magnolia,Yes,No,4.0/5,1074,Indiranagar,Quick Bites,"Rolls, Beda Roti, Veggie Roll, Chicken Seekh Roll, Chicken Kalimirch, Kathi Roll, Mutton Kebab Roll","Fast Food, Rolls",350,Delivery,Frazer Town
1294,Popsies,Yes,No,3.9/5,418,Kammanahalli,Casual Dining,"Fish Curry, Appam, Butter Chicken, Chicken Curry, Thali, Fish Fry, Roast Chicken","Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala",800,Delivery,Frazer Town
1295,Central Jail Restaurant,Yes,No,3.8/5,97,Vasanth Nagar,Delivery,Pizza,Pizza,750,Delivery,Frazer Town
1296,Caf???????????????????????????????????????????????????????????????? Mor'ish,Yes,No,3.8/5,89,Frazer Town,Quick Bites,"Rolls, Fries, Egg Roll","Fast Food, Rolls, Momos",250,Delivery,Frazer Town
1297,Gufha - The President Hotel,Yes,No,4.1/5,3248,Indiranagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab","Biryani, North Indian, Kebab",800,Delivery,Frazer Town
1298,Bawarchi Inn,Yes,No,3.8/5,104,Vasanth Nagar,Delivery,"Rolls, Veggie Wrap, Biryani, Paratha, Cheesy Chicken Wrap","North Indian, Biryani, Fast Food",500,Delivery,Frazer Town
1299,Pipabu,Yes,No,2.7/5,67,Old Madras Road,Quick Bites,"Rolls, Chicken Grill","Arabian, Mughlai, Chinese, Kebab, Fast Food",400,Delivery,Frazer Town
1300,Dice N Dine,Yes,No,4.0/5,1080,Brigade Road,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Burger, Desserts, Fast Food",550,Delivery,Frazer Town
1301,Naati Manae,Yes,No,3.6/5,206,Cunningham Road,Quick Bites,"Burgers, Crispy Chicken, Chicken Zinger Burger, French Fries, Chicken Fries, Hot Wings","Burger, Fast Food",400,Delivery,Frazer Town
1302,Dalma,Yes,No,4.1/5,389,Indiranagar,Quick Bites,"Tacos, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Salsa, Mexican Fries, Paneer Taco","Mexican, American, Fast Food",600,Delivery,Frazer Town
1303,Purani Dilli By Anand Sweets,Yes,No,4.4/5,635,Residency Road,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts",400,Delivery,Frazer Town
1304,Eshmeet Da Dhaba,Yes,No,4.3/5,331,Hennur,Quick Bites,"Burgers, Beef Burger, Cheesy Fries, Peri Peri Chicken Burger, Beef Patty, Oreo Shake, Steak Burger","Burger, Fast Food",300,Delivery,Frazer Town
1305,Dhang Ka Khana,Yes,No,4.1/5,1447,Frazer Town,Casual Dining,"Biryani, Haleem, Jumbo Shawarma, Kerala Parotta, Barbeque Chicken, Mutton Raan Biriyani, Dum Aloo","Arabian, North Indian, Chinese, Beverages",800,Delivery,Frazer Town
1306,Rasovara,Yes,No,4.1/5,58,Indiranagar,"Sweet Shop, Quick Bites","Badam Milk, Kulfi, Rasmalai, Rasgulla","Mithai, Street Food",200,Delivery,Frazer Town
1307,WAFL Caf????????????????????????????????????????????????????????????????,Yes,No,3.7/5,89,Frazer Town,Quick Bites,"Chicken Biryani, Lemon Chicken Roll","Mughlai, North Indian, Chinese",400,Delivery,Frazer Town
1308,New Hilal Restaurant,Yes,No,2.6/5,227,Banaswadi,Quick Bites,"Pepperoni, Cheesy Pizza","Italian, Pizza",600,Delivery,Frazer Town
1309,Donne Biriyani Mane,Yes,No,3.9/5,239,Indiranagar,Casual Dining,"Ghee Rice, Chicken Grill, Butter Chicken, Chicken Tikka Masala, Chicken Curry, Roti, Chicken Kebab","North Indian, Chinese, Biryani, Kebab, Juices",800,Delivery,Frazer Town
1310,B Bhagat Tarachand,Yes,No,4.3/5,148,Ulsoor,Casual Dining,"Butter Chicken Biryani, Gulab Jamun, Chicken Afghani Biryani, Chicken Tikka Biryani, Dal Bukhara, Hara Bhara Kebab, Mutton Keema","Biryani, North Indian, Kebab",650,Delivery,Frazer Town
1311,Dakshin,Yes,Yes,3.1/5,59,St. Marks Road,Quick Bites,Biryani,"Biryani, Chinese, Fast Food, North Indian",400,Delivery,Frazer Town
1312,Mint Masala,Yes,No,3.7/5,42,Race Course Road,Casual Dining,"Thali, Chicken Biryani","Chinese, South Indian, North Indian",900,Delivery,Frazer Town
1313,Coastal Spice,Yes,Yes,4.3/5,1434,Kammanahalli,Casual Dining,"Steak, Garlic Bread, Burgers, Pasta, Chicken Wings, Salads, Pepper Chicken","Steak, Continental, Burger, American, BBQ, European, Salad","1,500",Delivery,Frazer Town
1314,Stevie's,Yes,No,4.1/5,298,Indiranagar,Casual Dining,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret","Chinese, North Indian, Kerala, Mangalorean, Seafood",800,Delivery,Frazer Town
1315,Clean Slate Cafe,Yes,No,4.2/5,382,Ulsoor,Cafe,"Wedges, Maggi, Burgers, Waffles, Margherita Pizza, Aam Panna, Tea","Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500,Delivery,Frazer Town
1316,Mumbai Bistro,Yes,Yes,4.1/5,1852,Ulsoor,Cafe,"Burgers, Sandwiches, Salads, Disco Chicken, Beef Steak, Wedges, Peri Chicken","Cafe, Italian, Burger, American, Steak",650,Delivery,Frazer Town
1317,TLP Cafe,Yes,Yes,3.8/5,194,St. Marks Road,Casual Dining,"Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry","Biryani, Kerala, Seafood, South Indian",800,Delivery,Frazer Town
1318,HighTeaParty Cafe,Yes,No,4.0/5,265,Indiranagar,"Quick Bites, Beverage Shop","Burgers, Sandwiches, Pizza, Beef Burger, Chicken Bbq Burger, French Fries, Barbecue Chicken Burger","Continental, Beverages",700,Delivery,Frazer Town
1319,Aubree,Yes,No,4.0/5,176,Ulsoor,Casual Dining,"Chicken Biryani, Vegetable Biryani, Raita","Biryani, Kebab",750,Delivery,Frazer Town
1320,Malleshwaram Dosa Corner,Yes,No,3.9/5,190,Kammanahalli,Casual Dining,"Paratha, Kerala Parotta, Fish Fry, Sea Food, Tea","Kerala, South Indian",600,Delivery,Frazer Town
1321,Deccan House,Yes,No,3.8/5,127,Kammanahalli,Quick Bites,"French Fries, Chicken Roll, Sandwich, Falafel Roll, Charcoal Shawarma, Chicken Fries, Brosted Chicken","Fast Food, Juices",400,Delivery,Frazer Town
1322,New Agarwal Bhavan,Yes,No,4.6/5,2496,Lavelle Road,Casual Dining,"Burgers, Cocktails, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan","European, Italian, Desserts, Salad, Juices, Steak","1,600",Delivery,Frazer Town
1323,New Oottupura Restaurant,Yes,No,3.9/5,59,Indiranagar,Bakery,Pasta,Bakery,500,Delivery,Frazer Town
1324,The Good Bowl,Yes,No,4.1/5,198,Indiranagar,Casual Dining,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry","Seafood, South Indian, North Indian, Mangalorean, Chinese",650,Delivery,Frazer Town
1325,Auntie Fung's,Yes,No,4.0/5,47,Richmond Road,Dessert Parlor,"Donut, Coffee","Desserts, Beverages",300,Delivery,Frazer Town
1326,Frozenheit?,Yes,No,4.2/5,175,Commercial Street,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800,Delivery,Frazer Town
1327,Gullu's Chat,Yes,No,3.9/5,107,Lavelle Road,Quick Bites,"Salad, Salads, Sandwiches","Salad, Fast Food",600,Delivery,Frazer Town
1328,Absolute Chinese,Yes,No,3.9/5,306,Frazer Town,Casual Dining,"Momos, Noodles, Chilli Chicken, Spring Roll, Clear Chicken Soup, Crispy Noodle, Mixed Fried Rice","Chinese, Thai, Momos",500,Delivery,Frazer Town
1329,Fishing Boat,Yes,No,3.9/5,132,Frazer Town,Quick Bites,"Rolls, Mutton Seekh, Chicken Roll","Arabian, Rolls, North Indian, BBQ",400,Delivery,Frazer Town
1330,Zam Zam Kabab House,Yes,No,3.9/5,851,Frazer Town,Casual Dining,"Mutton Biryani, Shawarma, Bheja Fry, Pahari Chicken, Butter Chicken, Mutton Chops, Butter Naan","Mughlai, North Indian, Chinese",700,Delivery,Frazer Town
1331,Flavors of North,Yes,No,4.0/5,85,Residency Road,"Dessert Parlor, Quick Bites","Waffles, Pie, Corn Dog","Cafe, Fast Food, Desserts, Beverages",400,Delivery,Frazer Town
1332,Dhanalakshmi Grand,Yes,No,3.9/5,54,Commercial Street,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Hazelnut Shake, Oreo Shake","Desserts, Beverages, Ice Cream",400,Delivery,Frazer Town
1333,Casino Hotel,Yes,No,4.0/5,29,BTM,Bakery,"Chocolate Decadence, Chocolate Fantasy, Pancakes, Pan Cake","Bakery, Desserts",500,Delivery,Frazer Town
1334,South Idlis,Yes,No,3.5/5,62,Frazer Town,Quick Bites,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread","Italian, Pizza",300,Delivery,Frazer Town
1335,Halli Mane,Yes,No,3.1/5,112,Frazer Town,Casual Dining,"Noodles, Manchow Soup, Chicken Lollipop, Momos, Chop Suey",Chinese,"1,000",Delivery,Frazer Town
1336,Shuchi Ruchi,Yes,Yes,4.3/5,2040,MG Road,Casual Dining,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads","Steak, Italian, Continental, American, Burger, BBQ, Salad","1,500",Delivery,Frazer Town
1337,Grubbery,Yes,No,3.9/5,40,Kammanahalli,Quick Bites,Burgers,"Burger, BBQ",550,Delivery,Frazer Town
1338,Sagar,Yes,Yes,4.1/5,617,Cunningham Road,Casual Dining,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian","1,100",Delivery,Frazer Town
1339,Roy Hotel & Restaurant,Yes,No,3.9/5,67,Church Street,"Beverage Shop, Cafe","Chai, Ginger Tea, Poha, Coffee, Bun Maskas","Cafe, Tea, North Indian",500,Delivery,Frazer Town
1340,Hotel Elite,Yes,No,4.2/5,227,Indiranagar,Casual Dining,"Papaya Salad, Tom Yum Soup, Pad Thai, Thai Spice, Sea Food, Thai Green Curry, Bubble Tea",Thai,800,Delivery,Frazer Town
1341,Hotel Kadamba Veg,Yes,No,3.7/5,123,Brigade Road,"Food Court, Quick Bites","Burgers, Chocolate Momos, Noodles, Cheese Momos","Tibetan, Momos",400,Delivery,Frazer Town
1342,Rishi's Paratha Plaza,Yes,No,4.1/5,69,Frazer Town,Casual Dining,"Naan, Mutton Kebab, Memon Mutton Biryani, Mutton Keema",North Indian,700,Delivery,Frazer Town
1343,Eggstacy,Yes,No,4.3/5,116,St. Marks Road,Dessert Parlor,"Waffles, Liege Waffle, Ice Cream Sandwiches, Salted Caramel Ice Cream, Ice Cream Sandwich","Desserts, Ice Cream",400,Delivery,Frazer Town
1344,Kaifu,Yes,No,2.4/5,48,Kalyan Nagar,Quick Bites,"Burgers, Hot Wings, Fries","Fast Food, Burger, Pizza",450,Delivery,Frazer Town
1345,Hotel Halli Nenapu,Yes,No,3.9/5,87,Ulsoor,Casual Dining,"Handi Biryani, Sandwich","North Indian, Chinese, Fast Food, Street Food",500,Delivery,Frazer Town
1346,Bombay Vada Pav Corner,Yes,No,3.9/5,1838,Indiranagar,Casual Dining,"Potato Fries, Imli, Missi Rotis, Jalebi, Chaat, Shikanji, Ginger Tea","North Indian, Street Food",900,Delivery,Frazer Town
1347,Antarastriya,Yes,No,4.4/5,216,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,Delivery,Frazer Town
1348,Totaram's Paranthas,Yes,No,3.8/5,62,St. Marks Road,Casual Dining,"Panner Tikka, Coffee, Vada, Idli","South Indian, North Indian, Chinese",400,Delivery,Frazer Town
1349,Chowmein,Yes,No,3.6/5,76,Kammanahalli,Quick Bites,Tea,"Kerala, South Indian, North Indian, Chinese",450,Delivery,Frazer Town
1350,Ginger,Yes,No,3.7/5,131,Indiranagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese",40,Delivery,Frazer Town
1351,Santo's,Yes,No,4.0/5,209,Kammanahalli,Quick Bites,"Pork Thali, Chicken Curry, Prawn Curry, Momos, Pork Fry, Smoked Pork, Salad","Naga, Goan, Seafood, Chinese",550,Delivery,Frazer Town
1352,Burp,Yes,No,3.8/5,49,Kammanahalli,Quick Bites,"Coffee, Roti, Masala Dosa","South Indian, North Indian, Chinese, Street Food",300,Delivery,Frazer Town
1353,Karavali Lunch Home,Yes,Yes,4.4/5,2230,Lavelle Road,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian","3,000",Delivery,Frazer Town
1354,Freskka,Yes,No,4.3/5,184,Indiranagar,Quick Bites,"Burgers, Mojito, Sea Food, Hot Dog, French Fries, Crab Burger, Peri Fries","Cafe, Burger, Beverages",650,Delivery,Frazer Town
1355,Break Hour,Yes,No,4.0/5,48,Indiranagar,Quick Bites,"Momos, Shawarma, Chicken Shawarama","Sandwich, Fast Food, Momos",200,Delivery,Frazer Town
1356,Patiala Lassi,Yes,No,4.0/5,289,Indiranagar,Dessert Parlor,"Icecream Cake, Almond Crunch, Cream Cake, Belgian Chocoholic",Desserts,300,Delivery,Frazer Town
1357,Fresh Veg,Yes,No,3.4/5,334,Indiranagar,Casual Dining,"Biryani, Multi Grain Dosa, Kheer, Egg Bhurji, Sooji Halwa, Tamarind Chicken, Coffee","Andhra, South Indian, North Indian",550,Delivery,Frazer Town
1358,Biriyani Paradise,Yes,No,3.9/5,85,Indiranagar,Cafe,"Burgers, Pasta, Chicken Wings, Chicken Popcorn, Chicken Burger, Cheese Corn Balls","Fast Food, Cafe",450,Delivery,Frazer Town
1359,Sagar Samrat,Yes,No,3.8/5,83,Indiranagar,"Dessert Parlor, Beverage Shop","Lassi, Faluda","Beverages, Juices, Ice Cream",100,Delivery,Frazer Town
1360,Salaam Sigri Rolls & Kebabs,Yes,No,2.6/5,125,Indiranagar,Quick Bites,"Momos, Thukpa, Butter Tea","Chinese, Tibetan",500,Delivery,Frazer Town
1361,Cafe Centralis,Yes,No,4.0/5,78,Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350,Delivery,Frazer Town
1362,3G's - Gulp & Groove,Yes,No,4.2/5,131,Brigade Road,Dessert Parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel","Ice Cream, Desserts",180,Delivery,Frazer Town
1363,Peppermill Bistro,Yes,No,2.8/5,296,Commercial Street,Casual Dining,"Mutton Biryani, Brinjal Curry, Chicken Biryani, Kheer, Hyderabadi Biryani, Raita, Kebab Platter",Biryani,600,Delivery,Frazer Town
1364,Dhadoom,Yes,No,3.9/5,149,Frazer Town,Dessert Parlor,"Rolls, Ice Cream Roll","Ice Cream, Desserts",500,Delivery,Frazer Town
1365,Fish Corner,Yes,No,3.4/5,63,Banaswadi,Casual Dining,"Naan, Sea Food, Biryani, Lime Soda","North Indian, Chinese, Andhra",500,Delivery,Frazer Town
1366,Plated,Yes,No,3.7/5,87,Banaswadi,Quick Bites,"Noodles, Chicken Lollipop",Chinese,450,Delivery,Frazer Town
1367,Ootada Mane,Yes,Yes,4.0/5,1022,Brigade Road,Casual Dining,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka","North Indian, Mughlai",700,Delivery,Frazer Town
1368,Ragoo's Kitchen,Yes,No,3.7/5,288,Frazer Town,Quick Bites,Pizza,"Pizza, Fast Food",400,Delivery,Frazer Town
1369,Cafe Rossini,Yes,Yes,4.3/5,2840,Residency Road,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Delivery,Frazer Town
