order_id,restaurant_name,online_order,book_table,rate,votes,restaurant_location,rest_type,dish_like,cuisines,approx_cost,type_of_service,city
456,Le Gateau - The Cake Shop,Yes,No,4.1/5,198,Indiranagar,Casual Dining,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry","Seafood, South Indian, North Indian, Mangalorean, Chinese",650,Delivery,Brigade Road
457,Stonelicious,Yes,No,3.8/5,74,Wilson Garden,Casual Dining,Friendly Staff,"Continental, Chinese, North Indian, South Indian","1,000",Delivery,Brigade Road
458,Foodies Delight,Yes,No,3.0/5,40,Brigade Road,Dessert Parlor,"Belgian Chocolate, Waffle Cone, Tiramisu","Ice Cream, Bakery, Desserts",200,Delivery,Brigade Road
459,Office Lunch Box,Yes,No,3.7/5,279,Brigade Road,Casual Dining,"Sea Food, Fish, Murgh Ghee Roast, Crabmeat Soup, Jeera Rice, Prawn, Chicken Grill","North Indian, Chinese, Seafood",800,Delivery,Brigade Road
460,Desi Khana,Yes,No,3.8/5,102,Indiranagar,Dessert Parlor,"Ice Cream Roll, Oreo Ice Cream, Rolls, Chocolate Peanut Butter, Nutella Cookie","Desserts, Ice Cream",300,Delivery,Brigade Road
461,U.P. Dhaba,Yes,No,3.8/5,96,Ulsoor,Cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600,Delivery,Brigade Road
462,Windy- Taste Of Home,Yes,Yes,2.2/5,406,MG Road,Casual Dining,"Nachos, Pizza, Margarita, Mushroom Soup, Tacos, Tortilla Soup, Chicken Burritos",Mexican,"1,000",Delivery,Brigade Road
463,Chaat Street,Yes,No,3.8/5,37,Ulsoor,Casual Dining,"Churros, Empanadas","Beverages, Cafe, Desserts, Spanish, Bakery",400,Delivery,Brigade Road
464,Thalassery Restaurant,Yes,Yes,4.3/5,550,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",Delivery,Brigade Road
465,Radha Rani,Yes,Yes,4.0/5,929,Brigade Road,Casual Dining,"Veg Thali, Dahi Vada, Malpua, Rajasthani Thali, Rabri, Buttermilk, Jalebi","Rajasthani, Gujarati",800,Delivery,Brigade Road
466,Nizam's Biryani House,Yes,No,4.0/5,558,Indiranagar,Casual Dining,"Jalebi, Lunch Buffet, Dal Kichadi, Panneer Butter Masala, Crispy Corn, Dal Makhani, Gulab Jamun","North Indian, Chinese, South Indian",900,Delivery,Brigade Road
467,Le Charcoal,Yes,Yes,4.5/5,1394,Church Street,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","Chinese, Momos","1,700",Delivery,Brigade Road
468,Delhi Walle,Yes,No,3.9/5,463,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800,Delivery,Brigade Road
469,Delhi Kitchen,Yes,Yes,4.3/5,500,Lavelle Road,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","Chinese, Momos","1,300",Delivery,Brigade Road
470,Coastal Hub,Yes,No,4.1/5,391,Cunningham Road,Casual Dining,"Mudpie, Butter Naan, Mutton Biryani, Kulfi, Steak, Sweet Corn Soup, Beef Chilli","Chinese, Continental, North Indian, Mughlai, Steak",600,Delivery,Brigade Road
471,The Fat Chef,Yes,Yes,4.1/5,450,Church Street,Casual Dining,"Lassi, Aloo Paratha, Jalebi, Palak Paneer, Cheese Naan",North Indian,"1,000",Delivery,Brigade Road
472,Bloomsbury's Global Kitchen & Bakehouse,Yes,Yes,4.2/5,474,Cunningham Road,Casual Dining,"Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails","North Indian, Chinese, Seafood","1,700",Delivery,Brigade Road
473,Daily Sushi,Yes,Yes,3.9/5,1361,MG Road,Fine Dining,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,"2,100",Delivery,Brigade Road
474,Bahar Cafe,Yes,No,4.2/5,133,Cunningham Road,Casual Dining,"Naan, Phirni, Sheermal, Rasmalai, Chicken Tikka, Paneer Tikka, Galauti Kebab","Awadhi, Bengali, North Indian","1,500",Delivery,Brigade Road
475,Boondock Bistro,Yes,No,4.2/5,974,Indiranagar,Casual Dining,"Lime Soda, Crispy Chicken, Kung Pao Chicken, Hakka Noodles, Veg Manchow Soup, Clear Soup, Singapore Noodles","Chinese, Seafood","1,100",Delivery,Brigade Road
476,Cakesta,Yes,Yes,4.1/5,860,Residency Road,Casual Dining,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese","1,400",Delivery,Brigade Road
477,Litti House,Yes,No,4.0/5,779,Church Street,Casual Dining,"Thali, Mutton Biryani, Mutton Fry, Chilli Chicken, Chicken Biryani, Andhra Meal, Vegetable Biryani",Andhra,650,Delivery,Brigade Road
478,Sherlock's Pub,Yes,No,4.0/5,360,Residency Road,Casual Dining,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings, Dragon Rolls","Chinese, Thai, Momos, Vietnamese","1,000",Delivery,Brigade Road
479,Nagas,Yes,No,3.5/5,98,Indiranagar,Casual Dining,"Tandoori Chicken, Paneer Makhani, Mutton Roganjosh, Paratha, Aloo Jeera, Butter Chicken","North Indian, Chinese, Biryani",600,Delivery,Brigade Road
480,Hyderabad Chefs,Yes,No,3.3/5,201,Cunningham Road,Casual Dining,"Noodles, Honey Chilli Chicken, Crispy Chilli Chicken",Chinese,700,Delivery,Brigade Road
481,Dil Se Dilli,Yes,No,4.3/5,901,Ulsoor,Casual Dining,"Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup, Maki Sushi",Japanese,"2,000",Delivery,Brigade Road
482,Simhapuri Kitchen,Yes,Yes,4.1/5,853,Church Street,Casual Dining,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer","Seafood, Mangalorean, North Indian, Chinese","1,400",Delivery,Brigade Road
483,Bobacha,Yes,Yes,4.1/5,354,Richmond Road,Casual Dining,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani","South Indian, Andhra, Chinese","1,200",Delivery,Brigade Road
484,Punjab Grill,Yes,Yes,4.3/5,3126,MG Road,Casual Dining,"Appam, Khao Suey, Rabri, Chicken Biryani, Kebab Platter, Prawn, Pad Thai","North Indian, South Indian","1,500",Delivery,Brigade Road
485,Desi Bites,Yes,No,3.6/5,54,Frazer Town,Casual Dining,Chicken Noodle,"Chinese, Thai, Seafood",600,Delivery,Brigade Road
486,Masala Chai,Yes,Yes,3.8/5,297,Indiranagar,Casual Dining,"Panner Tikka, Gajar Ka Halwa, Chicken Biryani, Thali, Lunch Buffet, Raita, Tandoori Aloo","North Indian, Chinese, Continental","1,200",Delivery,Brigade Road
487,Chatpata India,Yes,No,3.9/5,118,Frazer Town,Casual Dining,"Burgers, Beef Steak, Mutton Biryani, Pie, Mudpie, Cheesecake, Chicken Wings","Continental, Chinese, Steak","1,000",Delivery,Brigade Road
488,Oliver's Pub & Diner,Yes,Yes,4.4/5,861,MG Road,Casual Dining,"Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Beef Pho","Asian, Thai","1,800",Delivery,Brigade Road
489,Biriyani Zone,Yes,No,4.2/5,858,Ulsoor,Casual Dining,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea","Thai, Asian","1,800",Delivery,Brigade Road
490,New Punjabi Tasty Khana,Yes,No,4.0/5,1096,Ulsoor,Casual Dining,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew","Kerala, Seafood","1,300",Delivery,Brigade Road
491,Stoner,Yes,No,4.1/5,119,Richmond Road,Casual Dining,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian","1,000",Delivery,Brigade Road
492,Toscano,Yes,No,3.6/5,118,Richmond Road,Casual Dining,"Chicken Lollipop, Crispy Spinach Chicken",Chinese,500,Delivery,Brigade Road
493,Real Fresh Dosa Corner,Yes,No,3.9/5,158,Infantry Road,Casual Dining,"Noodles, Lunch Buffet, Fish, Manchurian, Salads, Salad","Chinese, Thai, Indonesian","1,300",Delivery,Brigade Road
494,Tall Blonde French,Yes,No,3.7/5,46,Race Course Road,Casual Dining,"Appam, Coffee",South Indian,"1,000",Delivery,Brigade Road
495,New Tandoori Point,Yes,Yes,3.8/5,203,Richmond Road,Casual Dining,"Tandoori Chicken, Kheer, Chicken Tikka, Butter Naan, Sweet Lassi, Caramel Custard, Panipuri","North Indian, Chinese, Mughlai","1,200",Delivery,Brigade Road
496,East Delicious,Yes,Yes,4.0/5,188,Shivajinagar,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi","1,300",Delivery,Brigade Road
497,Rolls Plaza,Yes,No,4.3/5,1133,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800,Delivery,Brigade Road
498,New Udupi Delicacy,Yes,Yes,3.8/5,91,Cunningham Road,Casual Dining,"Salads, Biryani, Chicken Salad, Lunch Buffet, Breakfast Buffet, Fish, Panipuri","North Indian, South Indian, Chinese, Continental","1,800",Delivery,Brigade Road
499,Moriz Restaurant,Yes,Yes,4.3/5,1048,Lavelle Road,Casual Dining,"Pasta, Mocktails, Tiramisu, Sangria, Mousse, Minestrone Soup, Cajun Chicken","Italian, Continental, Pizza","1,600",Delivery,Brigade Road
500,New Food Magic,Yes,No,4.1/5,1079,Brigade Road,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Burger, Desserts, Fast Food",550,Desserts,Brigade Road
501,Cafe Petu,Yes,No,4.4/5,215,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,Desserts,Brigade Road
502,Amaravati Authentic Andhra Restaurant,Yes,No,3.9/5,148,Brigade Road,Food Court,Donut,"Bakery, Desserts, Beverages",450,Desserts,Brigade Road
503,Konaseema Kitchen,Yes,No,4.2/5,131,Brigade Road,Dessert Parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel","Ice Cream, Desserts",180,Desserts,Brigade Road
504,Master Chifoo,Yes,No,3.9/5,100,Brigade Road,"Sweet Shop, Quick Bites","Chaat, Sandwiches, Rasmalai","Mithai, Street Food",400,Desserts,Brigade Road
505,Dhaba Social,Yes,No,3.0/5,40,Brigade Road,Dessert Parlor,"Belgian Chocolate, Waffle Cone, Tiramisu","Ice Cream, Bakery, Desserts",200,Desserts,Brigade Road
506,Ginger & Garlic,Yes,No,4.4/5,1087,Lavelle Road,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600,Desserts,Brigade Road
507,Zeeshan,Yes,No,4.1/5,41,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",150,Desserts,Brigade Road
508,Puchkas,Yes,No,4.1/5,114,Richmond Road,Cafe,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700,Desserts,Brigade Road
509,Kakaji,Yes,No,4.4/5,69,Lavelle Road,Quick Bites,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream",300,Desserts,Brigade Road
510,South House,Yes,Yes,4.1/5,294,Richmond Road,Casual Dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn Curry","Goan, Seafood, Konkan, Desserts","1,000",Desserts,Brigade Road
511,Oakleaf,Yes,No,4.0/5,78,Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350,Desserts,Brigade Road
512,Kidilum,Yes,No,4.3/5,116,St. Marks Road,Dessert Parlor,"Waffles, Liege Waffle, Ice Cream Sandwiches, Salted Caramel Ice Cream, Ice Cream Sandwich","Desserts, Ice Cream",400,Desserts,Brigade Road
513,Sanjha Chulha,Yes,No,4.2/5,231,Lavelle Road,"Bakery, Dessert Parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300,Desserts,Brigade Road
514,Raapchick,Yes,No,4.3/5,652,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Desserts,Brigade Road
515,Mist n Creams,Yes,No,4.2/5,33,Cunningham Road,Dessert Parlor,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake","Desserts, Fast Food",300,Desserts,Brigade Road
516,Andhra Kafe,Yes,Yes,4.3/5,61,Brigade Road,Casual Dining,"Badam Milk, Cocktails, Mutton Liver Fry, Paan Mojito, Veg Thali, Mocktails, Neer Dosa","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700,Dine-out,Brigade Road
517,Treat Restaurant,Yes,Yes,4.0/5,2103,Brigade Road,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Pizza, Popcorn","Chinese, Continental, North Indian, Burger, Pizza","2,000",Dine-out,Brigade Road
518,Freshkhilao,Yes,No,4.4/5,2090,Brigade Road,Casual Dining,"Brain Fry, Chicken Manchurian, Mutton Biryani, Butter Chicken, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani","North Indian, Mughlai, South Indian, Chinese",750,Dine-out,Brigade Road
519,Taco Bell,Yes,No,4.0/5,48,Brigade Road,Casual Dining,"Sushi, Sea Food","Japanese, Sushi, Asian","1,500",Dine-out,Brigade Road
520,YumYumSouth,Yes,Yes,4.3/5,393,Brigade Road,"Bar, Casual Dining","Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza","1,600",Dine-out,Brigade Road
521,Luscious Folks,Yes,No,4.1/5,1117,Brigade Road,Casual Dining,"Potato Mash, Sizzler Brownie, Steak, Pasta, Caramel Custard, Spicy Chicken Sizzler, Spaghetti","American, Continental, Fast Food, Steak","1,500",Dine-out,Brigade Road
522,Golden Rice,Yes,No,3.7/5,184,Brigade Road,Quick Bites,"Burgers, Mc Spicy Chicken, Chicken Burger, Maharaja Mac","Burger, Fast Food",500,Dine-out,Brigade Road
523,Orzuv,Yes,No,3.5/5,89,Brigade Road,Food Court,"Burgers, Fries, Chicken Crisp Burger","Burger, Fast Food, Beverages",600,Dine-out,Brigade Road
524,Kudil Kerala Kitchen,Yes,Yes,4.2/5,4732,Church Street,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ","1,500",Dine-out,Brigade Road
525,Izakaya Gastro Pub,Yes,Yes,4.3/5,3126,MG Road,Casual Dining,"Appam, Khao Suey, Rabri, Chicken Biryani, Kebab Platter, Prawn, Pad Thai","North Indian, South Indian","1,500",Dine-out,Brigade Road
526,Hottey Smokey,Yes,Yes,3.9/5,1361,MG Road,Fine Dining,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,"2,100",Dine-out,Brigade Road
527,Rolls Mania,Yes,Yes,4.2/5,2270,St. Marks Road,"Casual Dining, Bar","Mocktails, Cocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Sangria, Margarita","European, North Indian, Mediterranean, Asian, Salad","1,400",Dine-out,Brigade Road
528,The Grilled & Fried,Yes,No,3.9/5,117,Ulsoor,Casual Dining,"Crab Soup, Raita, Kozhi Biryani, Mutton Biryani",Chettinad,600,Dine-out,Brigade Road
529,Friendz Zone,Yes,Yes,4.3/5,500,Lavelle Road,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","Chinese, Momos","1,300",Dine-out,Brigade Road
530,Daniyal's,Yes,Yes,4.2/5,980,Ulsoor,"Casual Dining, Bar","Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza","1,000",Dine-out,Brigade Road
531,Drunken Monkey,Yes,No,4.0/5,1096,Ulsoor,Casual Dining,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew","Kerala, Seafood","1,300",Dine-out,Brigade Road
532,Petoo,Yes,Yes,4.4/5,861,MG Road,Casual Dining,"Cocktails, Khao Suey, Mocktails, Salad, Malacca Curry, Beer, Beef Pho","Asian, Thai","1,800",Dine-out,Brigade Road
533,Foreign Caf????????????????????????????????,Yes,Yes,4.0/5,932,Church Street,"Casual Dining, Bar","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad","1,000",Dine-out,Brigade Road
534,Kaka Food Corner,Yes,No,4.2/5,858,Ulsoor,Casual Dining,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea","Thai, Asian","1,800",Dine-out,Brigade Road
535,Aaha,Yes,Yes,4.1/5,853,Church Street,Casual Dining,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer","Seafood, Mangalorean, North Indian, Chinese","1,400",Dine-out,Brigade Road
536,Southern Spice,Yes,No,4.1/5,114,Richmond Road,Cafe,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700,Dine-out,Brigade Road
537,Mum?s Kitchen,Yes,Yes,4.1/5,354,Richmond Road,Casual Dining,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani","South Indian, Andhra, Chinese","1,200",Dine-out,Brigade Road
538,Treat,Yes,Yes,4.1/5,765,Ulsoor,"Casual Dining, Bar","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","American, Mexican, Italian, Steak","1,200",Dine-out,Brigade Road
539,Risalo Pizzeria,Yes,No,4.3/5,570,Ulsoor,Cafe,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700,Dine-out,Brigade Road
540,Hashtag Kitchen,Yes,No,4.0/5,162,Richmond Road,"Casual Dining, Bar","Paneer Tikka, Biryani, Hara Bhara Kebab, Gulab Jamun, Mocktails, Roti, Fish",North Indian,"1,700",Dine-out,Brigade Road
541,Punjabi by Nature 2.0,Yes,No,4.3/5,901,Ulsoor,Casual Dining,"Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup, Maki Sushi",Japanese,"2,000",Dine-out,Brigade Road
542,Bageecha,Yes,Yes,4.3/5,550,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",Dine-out,Brigade Road
543,Zaica Dine & Wine,Yes,Yes,4.3/5,225,MG Road,"Bar, Casual Dining","Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,"2,000",Dine-out,Brigade Road
544,Kaayal,Yes,Yes,4.0/5,188,Shivajinagar,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi","1,300",Dine-out,Brigade Road
545,Jade,Yes,No,4.0/5,360,Residency Road,Casual Dining,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings, Dragon Rolls","Chinese, Thai, Momos, Vietnamese","1,000",Dine-out,Brigade Road
546,Five Spice Dining,Yes,No,4.0/5,175,Ulsoor,Casual Dining,"Chicken Biryani, Vegetable Biryani, Raita","Biryani, Kebab",750,Dine-out,Brigade Road
547,Shaan-E-Punjab,Yes,No,3.9/5,463,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800,Dine-out,Brigade Road
548,The Wok,Yes,No,4.2/5,172,Commercial Street,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800,Dine-out,Brigade Road
549,Amoeba Sports Bar,Yes,No,4.3/5,1133,Infantry Road,Cafe,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800,Dine-out,Brigade Road
550,Paprica,Yes,No,3.6/5,95,Infantry Road,"Cafe, Casual Dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food",650,Dine-out,Brigade Road
551,Mughal Restaurant,Yes,Yes,4.1/5,294,Richmond Road,Casual Dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn Curry","Goan, Seafood, Konkan, Desserts","1,000",Dine-out,Brigade Road
552,Srinathji's,Yes,No,3.0/5,74,Shanti Nagar,Casual Dining,"Biryani, Chicken Kebab, Andhra Meal, Lime Soda",North Indian,500,Dine-out,Brigade Road
553,Happy Singh,Yes,No,4.4/5,222,MG Road,Quick Bites,"Burgers, Salad, Mocktails, Pasta Arrabiata, Fries, Nutella Cheesecake, Teriyaki Chicken Wings","Burger, Continental, Italian, Beverages",700,Dine-out,Brigade Road
554,Decker's Lane,Yes,No,4.1/5,41,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",150,Dine-out,Brigade Road
555,Indian Tadka,Yes,Yes,4.1/5,94,Church Street,Quick Bites,Biryani,"Healthy Food, North Indian, Biryani",300,Dine-out,Brigade Road
556,Jaffa's Biryani,Yes,No,3.9/5,454,Residency Road,Quick Bites,"Hariyali Chicken, Rice Kheer, Chicken Kebab, Chicken Biryani, Firewood Biryani, Mutton Biryani, Badam Phirni","Biryani, Kebab, Rolls",400,Dine-out,Brigade Road
557,Biryani Park,Yes,No,3.9/5,252,Residency Road,Quick Bites,"Rolls, Veggie Wrap, Chicken Wrap, Paneer Wrap, Chole, Dal Makhani, Jal-jeera","North Indian, Biryani, Fast Food",500,Dine-out,Brigade Road
558,Mother's Food,Yes,No,4.2/5,819,Brookefield,Cafe,"Tea, Chai, Nachos, Poha, Veg Sandwich, Bombay Sandwich, Sandwiches","Cafe, Street Food",300,Cafes,Brookefield
559,Aahar Vihar,Yes,Yes,4.0/5,130,Brookefield,Cafe,"Burgers, Pasta, Noodles, Shawarma, Tea, Cappuccino, Kit Kat Shake","Cafe, Burger, Chinese, Fast Food, Beverages",600,Cafes,Brookefield
560,MealBox Inc.,Yes,Yes,3.2/5,501,Brookefield,Cafe,"Poha, Masala Tea, Sandwiches, Pav Bhaji, Coffee, Egg Roll, Omelette","Cafe, Beverages",500,Cafes,Brookefield
561,Tastybites.com,Yes,No,4.0/5,293,Brookefield,Quick Bites,"Burgers, Hot Dog, Mint Mojito, French Fries, Bbq Burger, Lime Mojito, Grilled Burger","Cafe, Burger, Beverages",650,Cafes,Brookefield
562,Apoorva Multi Cuisine Restaurant,Yes,No,3.4/5,54,"ITPL Main Road, Whitefield",Cafe,"Burgers, Pasta Alfredo, Pork Burger, Pizza","Cafe, Burger, Italian, Salad","1,000",Cafes,Brookefield
563,Kaafi Desi,Yes,No,4.1/5,142,Whitefield,Cafe,"Sandwiches, Club Chicken Sandwich, Pizza, White Sauce Pasta, Coffee, Tomato Basil Pasta, Garlic Bread",Cafe,700,Cafes,Brookefield
564,Spicy House,Yes,No,3.1/5,175,Whitefield,"Dessert Parlor, Quick Bites","Waffles, Pizza, Coffee, Burgers, Hot Chocolate, Fries, Pancakes","Desserts, Cafe",600,Cafes,Brookefield
565,Crunchie Corner,Yes,No,2.8/5,67,Marathahalli,Cafe,"Ginger Tea, Paratha, Poha, Chai, Chaai","Cafe, Tea, Beverages",300,Cafes,Brookefield
566,The London Shakes,Yes,No,3.5/5,156,"Varthur Main Road, Whitefield","Takeaway, Delivery","Roti, Shawarma, Tandoori Chicken, Paratha, Egg Noodles","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery,Brookefield
